 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1     lam_g2     lam_b2     lam_h2    
 3.208e-04  6.489e+01  3.984e+11  2.648e+06  6.364e-02  1.142e-01  1.686e-01  6.364e-02  1.142e-01  1.686e-01 
 6.806e-04  6.476e+01  3.960e+11  2.638e+06  6.275e-02  1.153e-01  1.748e-01  6.275e-02  1.153e-01  1.748e-01 
 1.085e-03  6.462e+01  3.928e+11  2.632e+06  6.255e-02  1.145e-01  1.727e-01  6.255e-02  1.145e-01  1.727e-01 
 1.541e-03  6.446e+01  3.886e+11  2.627e+06  6.203e-02  1.160e-01  1.794e-01  6.203e-02  1.160e-01  1.794e-01 
 2.053e-03  6.428e+01  3.836e+11  2.621e+06  5.998e-02  1.167e-01  1.895e-01  5.998e-02  1.167e-01  1.895e-01 
 2.629e-03  6.408e+01  3.778e+11  2.614e+06  7.041e-02  1.271e-01  1.889e-01  7.041e-02  1.271e-01  1.889e-01 
 3.277e-03  6.386e+01  3.706e+11  2.607e+06  6.996e-02  1.279e-01  1.929e-01  6.996e-02  1.279e-01  1.929e-01 
 4.007e-03  6.361e+01  3.635e+11  2.598e+06  6.726e-02  1.258e-01  1.947e-01  6.726e-02  1.258e-01  1.947e-01 
 4.827e-03  6.333e+01  3.555e+11  2.588e+06  7.041e-02  1.292e-01  1.959e-01  7.041e-02  1.292e-01  1.959e-01 
 5.750e-03  6.301e+01  3.452e+11  2.577e+06  6.903e-02  1.303e-01  2.042e-01  6.903e-02  1.303e-01  2.042e-01 
 6.785e-03  6.266e+01  3.329e+11  2.565e+06  6.970e-02  1.313e-01  2.052e-01  6.970e-02  1.313e-01  2.052e-01 
 7.850e-03  6.231e+01  3.186e+11  2.553e+06  6.983e-02  1.329e-01  2.103e-01  6.983e-02  1.329e-01  2.103e-01 
 8.952e-03  6.194e+01  3.077e+11  2.541e+06  7.212e-02  1.340e-01  2.063e-01  7.212e-02  1.340e-01  2.063e-01 
 1.008e-02  6.156e+01  3.034e+11  2.527e+06  7.267e-02  1.324e-01  1.993e-01  7.267e-02  1.324e-01  1.993e-01 
 1.112e-02  6.122e+01  3.017e+11  2.509e+06  7.597e-02  1.347e-01  1.969e-01  7.597e-02  1.347e-01  1.969e-01 
 1.206e-02  6.092e+01  3.007e+11  2.491e+06  7.444e-02  1.358e-01  2.048e-01  7.444e-02  1.358e-01  2.048e-01 
 1.294e-02  6.063e+01  3.001e+11  2.474e+06  7.628e-02  1.366e-01  2.019e-01  7.628e-02  1.366e-01  2.019e-01 
 1.378e-02  6.036e+01  2.997e+11  2.460e+06  7.498e-02  1.366e-01  2.057e-01  7.498e-02  1.366e-01  2.057e-01 
 1.461e-02  6.010e+01  2.993e+11  2.446e+06  7.418e-02  1.385e-01  2.143e-01  7.418e-02  1.385e-01  2.143e-01 
 1.544e-02  5.984e+01  2.990e+11  2.433e+06  7.488e-02  1.364e-01  2.054e-01  7.488e-02  1.364e-01  2.054e-01 
 1.626e-02  5.958e+01  2.986e+11  2.420e+06  7.333e-02  1.374e-01  2.138e-01  7.333e-02  1.374e-01  2.138e-01 
 1.707e-02  5.933e+01  2.983e+11  2.408e+06  7.426e-02  1.363e-01  2.069e-01  7.426e-02  1.363e-01  2.069e-01 
 1.789e-02  5.907e+01  2.979e+11  2.395e+06  7.366e-02  1.377e-01  2.137e-01  7.366e-02  1.377e-01  2.137e-01 
 1.871e-02  5.882e+01  2.979e+11  2.383e+06  7.313e-02  1.347e-01  2.055e-01  7.313e-02  1.347e-01  2.055e-01 
 1.953e-02  5.857e+01  2.979e+11  2.370e+06  7.402e-02  1.367e-01  2.092e-01  7.402e-02  1.367e-01  2.092e-01 
 2.034e-02  5.833e+01  2.977e+11  2.358e+06  7.311e-02  1.344e-01  2.047e-01  7.311e-02  1.344e-01  2.047e-01 
 2.116e-02  5.808e+01  2.979e+11  2.346e+06  7.146e-02  1.356e-01  2.142e-01  7.146e-02  1.356e-01  2.142e-01 
 2.198e-02  5.784e+01  2.978e+11  2.334e+06  7.264e-02  1.347e-01  2.071e-01  7.264e-02  1.347e-01  2.071e-01 
 2.280e-02  5.760e+01  2.977e+11  2.323e+06  7.172e-02  1.358e-01  2.143e-01  7.172e-02  1.358e-01  2.143e-01 
 2.362e-02  5.736e+01  2.976e+11  2.311e+06  7.252e-02  1.344e-01  2.067e-01  7.252e-02  1.344e-01  2.067e-01 
 2.444e-02  5.712e+01  2.972e+11  2.300e+06  7.146e-02  1.332e-01  2.060e-01  7.146e-02  1.332e-01  2.060e-01 
 2.525e-02  5.689e+01  2.972e+11  2.288e+06  7.072e-02  1.334e-01  2.093e-01  7.072e-02  1.334e-01  2.093e-01 
 2.607e-02  5.665e+01  2.970e+11  2.277e+06  6.936e-02  1.303e-01  2.034e-01  6.936e-02  1.303e-01  2.034e-01 
 2.689e-02  5.642e+01  2.968e+11  2.266e+06  7.003e-02  1.292e-01  1.976e-01  7.003e-02  1.292e-01  1.976e-01 
 2.771e-02  5.619e+01  2.965e+11  2.255e+06  7.108e-02  1.340e-01  2.103e-01  7.108e-02  1.340e-01  2.103e-01 
 2.853e-02  5.596e+01  2.963e+11  2.244e+06  6.810e-02  1.283e-01  2.014e-01  6.810e-02  1.283e-01  2.014e-01 
