 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1      lam_g2     lam_b2     lam_h2    
 1.274e+00  1.799e+01  3.428e+11  3.465e+04  1.201e-01  1.738e-01  2.398e-01   1.201e-01  1.738e-01  2.398e-01 
 1.299e+00  1.799e+01  3.431e+11  3.471e+04  1.200e-01  1.738e-01  2.398e-01   1.200e-01  1.738e-01  2.398e-01 
 1.324e+00  1.799e+01  3.434e+11  3.476e+04  1.200e-01  1.737e-01  2.397e-01   1.200e-01  1.737e-01  2.397e-01 
 1.349e+00  1.799e+01  3.438e+11  3.482e+04  1.184e-01  1.714e-01  2.365e-01   1.184e-01  1.714e-01  2.365e-01 
 1.373e+00  1.799e+01  3.441e+11  3.487e+04  1.183e-01  1.714e-01  2.365e-01   1.183e-01  1.714e-01  2.365e-01 
 1.398e+00  1.799e+01  3.444e+11  3.493e+04  1.175e-01  1.714e-01  2.384e-01   1.175e-01  1.714e-01  2.384e-01 
 1.423e+00  1.799e+01  3.448e+11  3.498e+04  1.190e-01  1.735e-01  2.415e-01   1.190e-01  1.735e-01  2.415e-01 
 1.448e+00  1.799e+01  3.451e+11  3.504e+04  1.186e-01  1.729e-01  2.405e-01   1.186e-01  1.729e-01  2.405e-01 
 1.472e+00  1.799e+01  3.454e+11  3.509e+04  1.185e-01  1.728e-01  2.404e-01   1.185e-01  1.728e-01  2.404e-01 
 1.497e+00  1.799e+01  3.458e+11  3.515e+04  1.188e-01  1.734e-01  2.414e-01   1.188e-01  1.734e-01  2.414e-01 
 1.521e+00  1.799e+01  3.461e+11  3.520e+04  1.188e-01  1.733e-01  2.414e-01   1.188e-01  1.733e-01  2.414e-01 
 1.545e+00  1.799e+01  3.464e+11  3.526e+04  1.187e-01  1.733e-01  2.414e-01   1.187e-01  1.733e-01  2.414e-01 
 1.569e+00  1.799e+01  3.468e+11  3.532e+04  1.183e-01  1.727e-01  2.404e-01   1.183e-01  1.727e-01  2.404e-01 
 1.594e+00  1.799e+01  3.471e+11  3.537e+04  1.186e-01  1.731e-01  2.413e-01   1.186e-01  1.731e-01  2.413e-01 
 1.618e+00  1.799e+01  3.474e+11  3.543e+04  1.185e-01  1.731e-01  2.413e-01   1.185e-01  1.731e-01  2.413e-01 
 1.642e+00  1.799e+01  3.478e+11  3.548e+04  1.185e-01  1.730e-01  2.412e-01   1.185e-01  1.730e-01  2.412e-01 
 1.666e+00  1.799e+01  3.481e+11  3.554e+04  1.181e-01  1.724e-01  2.403e-01   1.181e-01  1.724e-01  2.403e-01 
 1.690e+00  1.799e+01  3.484e+11  3.559e+04  1.180e-01  1.724e-01  2.402e-01   1.180e-01  1.724e-01  2.402e-01 
 1.714e+00  1.799e+01  3.488e+11  3.565e+04  1.180e-01  1.723e-01  2.402e-01   1.180e-01  1.723e-01  2.402e-01 
 1.738e+00  1.799e+01  3.491e+11  3.570e+04  1.179e-01  1.723e-01  2.402e-01   1.179e-01  1.723e-01  2.402e-01 
 1.762e+00  1.799e+01  3.494e+11  3.576e+04  1.179e-01  1.722e-01  2.401e-01   1.179e-01  1.722e-01  2.401e-01 
