 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1     lam_g2     lam_b2     lam_h2     
 6.394e+01  2.200e+00  7.503e+10  4.677e+01  1.075e-01  1.555e-01  2.209e-01  1.075e-01  1.555e-01  2.209e-01  
 6.498e+01  2.200e+00  7.505e+10  4.683e+01  1.075e-01  1.555e-01  2.209e-01  1.075e-01  1.555e-01  2.209e-01  
 6.601e+01  2.200e+00  7.508e+10  4.689e+01  1.074e-01  1.554e-01  2.209e-01  1.074e-01  1.554e-01  2.209e-01  
 6.705e+01  2.200e+00  7.511e+10  4.696e+01  1.074e-01  1.554e-01  2.209e-01  1.074e-01  1.554e-01  2.209e-01  
 6.808e+01  2.200e+00  7.514e+10  4.702e+01  1.074e-01  1.554e-01  2.208e-01  1.074e-01  1.554e-01  2.208e-01  
 6.911e+01  2.200e+00  7.517e+10  4.708e+01  1.073e-01  1.553e-01  2.208e-01  1.073e-01  1.553e-01  2.208e-01  
 7.014e+01  2.200e+00  7.520e+10  4.714e+01  1.073e-01  1.553e-01  2.208e-01  1.073e-01  1.553e-01  2.208e-01  
 7.117e+01  2.200e+00  7.523e+10  4.721e+01  1.073e-01  1.553e-01  2.208e-01  1.073e-01  1.553e-01  2.208e-01  
 7.219e+01  2.200e+00  7.526e+10  4.727e+01  1.072e-01  1.553e-01  2.208e-01  1.072e-01  1.553e-01  2.208e-01  
 7.321e+01  2.200e+00  7.529e+10  4.733e+01  1.072e-01  1.552e-01  2.207e-01  1.072e-01  1.552e-01  2.207e-01  
 7.424e+01  2.200e+00  7.532e+10  4.739e+01  1.072e-01  1.553e-01  2.212e-01  1.072e-01  1.553e-01  2.212e-01  
 7.525e+01  2.200e+00  7.535e+10  4.746e+01  1.071e-01  1.553e-01  2.212e-01  1.071e-01  1.553e-01  2.212e-01  
 7.627e+01  2.200e+00  7.538e+10  4.752e+01  1.071e-01  1.553e-01  2.212e-01  1.071e-01  1.553e-01  2.212e-01  
 7.729e+01  2.200e+00  7.541e+10  4.758e+01  1.071e-01  1.552e-01  2.212e-01  1.071e-01  1.552e-01  2.212e-01  
 7.830e+01  2.200e+00  7.544e+10  4.764e+01  1.070e-01  1.552e-01  2.211e-01  1.070e-01  1.552e-01  2.211e-01  
 7.932e+01  2.200e+00  7.547e+10  4.771e+01  1.070e-01  1.551e-01  2.211e-01  1.070e-01  1.551e-01  2.211e-01  
 8.033e+01  2.200e+00  7.550e+10  4.777e+01  1.070e-01  1.551e-01  2.211e-01  1.070e-01  1.551e-01  2.211e-01  
 8.133e+01  2.200e+00  7.553e+10  4.783e+01  1.070e-01  1.551e-01  2.211e-01  1.070e-01  1.551e-01  2.211e-01  
 8.234e+01  2.200e+00  7.557e+10  4.789e+01  1.069e-01  1.550e-01  2.210e-01  1.069e-01  1.550e-01  2.210e-01  
 8.335e+01  2.200e+00  7.559e+10  4.796e+01  1.069e-01  1.550e-01  2.210e-01  1.069e-01  1.550e-01  2.210e-01  
 8.435e+01  2.200e+00  7.562e+10  4.802e+01  1.069e-01  1.550e-01  2.210e-01  1.069e-01  1.550e-01  2.210e-01  
 8.535e+01  2.200e+00  7.566e+10  4.808e+01  1.068e-01  1.549e-01  2.209e-01  1.068e-01  1.549e-01  2.209e-01  
 8.635e+01  2.200e+00  7.569e+10  4.815e+01  9.675e-02  1.420e-01  2.059e-01  9.675e-02  1.420e-01  2.059e-01  
 8.735e+01  2.200e+00  7.572e+10  4.821e+01  9.671e-02  1.420e-01  2.058e-01  9.671e-02  1.420e-01  2.058e-01  
