 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1     lam_g2     lam_b2     lam_h2    
 4.899e-01  5.996e+01  5.752e+11  5.401e+05  1.290e-01  2.074e-01  3.009e-01  1.290e-01  2.074e-01  3.009e-01 
 4.979e-01  5.996e+01  5.757e+11  5.407e+05  1.282e-01  2.060e-01  2.986e-01  1.282e-01  2.060e-01  2.986e-01 
 5.059e-01  5.995e+01  5.762e+11  5.414e+05  1.277e-01  2.072e-01  3.038e-01  1.277e-01  2.072e-01  3.038e-01 
 5.139e-01  5.995e+01  5.767e+11  5.420e+05  1.269e-01  2.058e-01  3.015e-01  1.269e-01  2.058e-01  3.015e-01 
 5.218e-01  5.995e+01  5.772e+11  5.426e+05  1.275e-01  2.070e-01  3.038e-01  1.275e-01  2.070e-01  3.038e-01 
 5.297e-01  5.995e+01  5.776e+11  5.433e+05  1.280e-01  2.081e-01  3.058e-01  1.280e-01  2.081e-01  3.058e-01 
 5.376e-01  5.995e+01  5.781e+11  5.439e+05  1.267e-01  2.056e-01  3.015e-01  1.267e-01  2.056e-01  3.015e-01 
 5.455e-01  5.995e+01  5.786e+11  5.445e+05  1.273e-01  2.068e-01  3.037e-01  1.273e-01  2.068e-01  3.037e-01 
 5.534e-01  5.995e+01  5.791e+11  5.451e+05  1.272e-01  2.067e-01  3.037e-01  1.272e-01  2.067e-01  3.037e-01 
 5.613e-01  5.995e+01  5.796e+11  5.458e+05  1.264e-01  2.054e-01  3.014e-01  1.264e-01  2.054e-01  3.014e-01 
 5.691e-01  5.995e+01  5.801e+11  5.464e+05  1.276e-01  2.078e-01  3.057e-01  1.276e-01  2.078e-01  3.057e-01 
 5.770e-01  5.995e+01  5.806e+11  5.470e+05  1.263e-01  2.053e-01  3.013e-01  1.263e-01  2.053e-01  3.013e-01 
 5.848e-01  5.995e+01  5.811e+11  5.476e+05  1.269e-01  2.065e-01  3.036e-01  1.269e-01  2.065e-01  3.036e-01 
 5.926e-01  5.995e+01  5.816e+11  5.483e+05  1.502e-01  2.280e-01  3.106e-01  1.502e-01  2.280e-01  3.106e-01 
 6.005e-01  5.995e+01  5.821e+11  5.489e+05  1.500e-01  2.279e-01  3.104e-01  1.500e-01  2.279e-01  3.104e-01 
 6.083e-01  5.994e+01  5.826e+11  5.495e+05  1.499e-01  2.277e-01  3.103e-01  1.499e-01  2.277e-01  3.103e-01 
 6.161e-01  5.994e+01  5.831e+11  5.501e+05  1.498e-01  2.277e-01  3.103e-01  1.498e-01  2.277e-01  3.103e-01 
 6.238e-01  5.994e+01  5.836e+11  5.508e+05  1.488e-01  2.260e-01  3.078e-01  1.488e-01  2.260e-01  3.078e-01 
 6.316e-01  5.994e+01  5.841e+11  5.514e+05  1.496e-01  2.275e-01  3.102e-01  1.496e-01  2.275e-01  3.102e-01 
 6.393e-01  5.994e+01  5.846e+11  5.520e+05  1.496e-01  2.275e-01  3.102e-01  1.496e-01  2.275e-01  3.102e-01 
 6.470e-01  5.994e+01  5.852e+11  5.526e+05  1.485e-01  2.257e-01  3.076e-01  1.485e-01  2.257e-01  3.076e-01 
 6.547e-01  5.994e+01  5.857e+11  5.532e+05  1.484e-01  2.256e-01  3.076e-01  1.484e-01  2.256e-01  3.076e-01 
 6.624e-01  5.994e+01  5.862e+11  5.538e+05  1.483e-01  2.256e-01  3.076e-01  1.483e-01  2.256e-01  3.076e-01 
 6.700e-01  5.994e+01  5.867e+11  5.545e+05  1.473e-01  2.239e-01  3.052e-01  1.473e-01  2.239e-01  3.052e-01 
 6.777e-01  5.994e+01  5.872e+11  5.551e+05  1.472e-01  2.239e-01  3.051e-01  1.472e-01  2.239e-01  3.051e-01 
 6.853e-01  5.994e+01  5.877e+11  5.557e+05  1.407e-01  2.129e-01  2.887e-01  1.407e-01  2.129e-01  2.887e-01 
 6.930e-01  5.994e+01  5.882e+11  5.563e+05  1.478e-01  2.250e-01  3.071e-01  1.478e-01  2.250e-01  3.071e-01 
 7.006e-01  5.994e+01  5.887e+11  5.569e+05  1.487e-01  2.266e-01  3.096e-01  1.487e-01  2.266e-01  3.096e-01 
 7.082e-01  5.993e+01  5.892e+11  5.576e+05  1.486e-01  2.265e-01  3.096e-01  1.486e-01  2.265e-01  3.096e-01 
 7.158e-01  5.993e+01  5.898e+11  5.582e+05  1.485e-01  2.264e-01  3.094e-01  1.485e-01  2.264e-01  3.094e-01 
 7.234e-01  5.993e+01  5.903e+11  5.588e+05  1.484e-01  2.263e-01  3.094e-01  1.484e-01  2.263e-01  3.094e-01 
 7.309e-01  5.993e+01  5.908e+11  5.594e+05  1.482e-01  2.262e-01  3.092e-01  1.482e-01  2.262e-01  3.092e-01 
