 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1      lam_g2     lam_b2     lam_h2     
 3.735e+02  3.000e+00  6.536e+11  1.670e+02  4.968e-02  7.953e-02  1.300e-01   4.457e-02  7.374e-02  1.280e-01  
 3.735e+02  3.000e+00  6.611e+11  1.660e+02  4.961e-02  7.946e-02  1.300e-01   4.448e-02  7.363e-02  1.279e-01  
 3.736e+02  3.000e+00  6.686e+11  1.649e+02  4.957e-02  7.943e-02  1.300e-01   4.442e-02  7.355e-02  1.278e-01  
 3.736e+02  3.000e+00  6.762e+11  1.639e+02  5.002e-02  8.009e-02  1.309e-01   4.469e-02  7.399e-02  1.285e-01  
 3.736e+02  3.000e+00  6.838e+11  1.628e+02  4.945e-02  7.933e-02  1.301e-01   4.425e-02  7.336e-02  1.277e-01  
 3.736e+02  3.000e+00  6.915e+11  1.617e+02  4.939e-02  7.928e-02  1.301e-01   4.417e-02  7.327e-02  1.277e-01  
 3.736e+02  3.000e+00  6.992e+11  1.607e+02  4.933e-02  7.921e-02  1.300e-01   4.414e-02  7.324e-02  1.277e-01  
 3.737e+02  3.000e+00  7.069e+11  1.596e+02  5.924e-02  9.162e-02  1.413e-01   4.329e-02  7.208e-02  1.265e-01  
 3.737e+02  3.000e+00  7.147e+11  1.585e+02  5.912e-02  9.148e-02  1.412e-01   4.325e-02  7.204e-02  1.265e-01  
 3.737e+02  3.000e+00  7.225e+11  1.574e+02  5.911e-02  9.152e-02  1.413e-01   4.320e-02  7.199e-02  1.265e-01  
 3.737e+02  3.000e+00  7.303e+11  1.562e+02  5.911e-02  9.157e-02  1.415e-01   4.315e-02  7.194e-02  1.265e-01  
 3.737e+02  3.000e+00  7.381e+11  1.551e+02  5.914e-02  9.165e-02  1.417e-01   4.311e-02  7.192e-02  1.266e-01  
 3.737e+02  3.000e+00  7.458e+11  1.539e+02  5.908e-02  9.162e-02  1.417e-01   4.312e-02  7.196e-02  1.267e-01  
 3.738e+02  3.000e+00  7.533e+11  1.528e+02  4.886e-02  7.879e-02  1.301e-01   4.359e-02  7.261e-02  1.273e-01  
