 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1     lam_g2     lam_b2     lam_h2    
 3.238e-04  1.150e+01  7.400e+10  1.659e+05  1.266e-01  1.910e-01  2.599e-01  1.266e-01  1.910e-01  2.599e-01 
 6.677e-04  1.149e+01  7.476e+10  1.694e+05  1.230e-01  1.922e-01  2.715e-01  1.230e-01  1.922e-01  2.715e-01 
 1.054e-03  1.149e+01  7.531e+10  1.721e+05  1.161e-01  1.802e-01  2.523e-01  1.161e-01  1.802e-01  2.523e-01 
 1.490e-03  1.149e+01  7.568e+10  1.744e+05  1.171e-01  1.833e-01  2.593e-01  1.171e-01  1.833e-01  2.593e-01 
 1.979e-03  1.148e+01  7.588e+10  1.761e+05  1.127e-01  1.797e-01  2.592e-01  1.127e-01  1.797e-01  2.592e-01 
 2.530e-03  1.148e+01  7.594e+10  1.774e+05  1.136e-01  1.851e-01  2.742e-01  1.136e-01  1.851e-01  2.742e-01 
 3.150e-03  1.147e+01  7.587e+10  1.782e+05  1.147e-01  1.877e-01  2.793e-01  1.147e-01  1.877e-01  2.793e-01 
 3.847e-03  1.147e+01  7.571e+10  1.788e+05  1.379e-01  2.095e-01  2.868e-01  1.379e-01  2.095e-01  2.868e-01 
 4.631e-03  1.146e+01  7.547e+10  1.792e+05  1.275e-01  1.941e-01  2.664e-01  1.275e-01  1.941e-01  2.664e-01 
 5.513e-03  1.145e+01  7.517e+10  1.793e+05  1.349e-01  2.070e-01  2.865e-01  1.349e-01  2.070e-01  2.865e-01 
 6.506e-03  1.144e+01  7.484e+10  1.794e+05  1.301e-01  1.998e-01  2.767e-01  1.301e-01  1.998e-01  2.767e-01 
 7.622e-03  1.143e+01  7.449e+10  1.793e+05  1.289e-01  1.991e-01  2.775e-01  1.289e-01  1.991e-01  2.775e-01 
 8.878e-03  1.142e+01  7.410e+10  1.792e+05  1.318e-01  2.042e-01  2.855e-01  1.318e-01  2.042e-01  2.855e-01 
 1.029e-02  1.141e+01  7.370e+10  1.791e+05  1.323e-01  2.052e-01  2.872e-01  1.323e-01  2.052e-01  2.872e-01 
 1.188e-02  1.139e+01  7.329e+10  1.789e+05  1.317e-01  2.051e-01  2.883e-01  1.317e-01  2.051e-01  2.883e-01 
 1.367e-02  1.138e+01  7.288e+10  1.787e+05  1.298e-01  2.027e-01  2.860e-01  1.298e-01  2.027e-01  2.860e-01 
 1.567e-02  1.136e+01  7.251e+10  1.785e+05  1.307e-01  2.078e-01  2.989e-01  1.307e-01  2.078e-01  2.989e-01 
 1.768e-02  1.134e+01  7.225e+10  1.782e+05  1.340e-01  2.134e-01  3.078e-01  1.340e-01  2.134e-01  3.078e-01 
 1.959e-02  1.132e+01  7.207e+10  1.779e+05  1.306e-01  2.078e-01  2.993e-01  1.306e-01  2.078e-01  2.993e-01 
 2.139e-02  1.131e+01  7.198e+10  1.775e+05  1.319e-01  2.094e-01  3.009e-01  1.319e-01  2.094e-01  3.009e-01 
 2.311e-02  1.129e+01  7.192e+10  1.772e+05  1.323e-01  2.110e-01  3.047e-01  1.323e-01  2.110e-01  3.047e-01 
 2.477e-02  1.127e+01  7.191e+10  1.770e+05  1.334e-01  2.127e-01  3.070e-01  1.334e-01  2.127e-01  3.070e-01 
 2.638e-02  1.126e+01  7.193e+10  1.767e+05  1.305e-01  2.071e-01  2.976e-01  1.305e-01  2.071e-01  2.976e-01 
 2.797e-02  1.125e+01  7.192e+10  1.765e+05  1.341e-01  2.139e-01  3.090e-01  1.341e-01  2.139e-01  3.090e-01 
