 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1     lam_g2     lam_b2     lam_h2    
 2.061e-03  8.000e+01  6.441e+12  8.708e+05  5.334e-02  9.278e-02  1.428e-01  5.334e-02  9.278e-02  1.428e-01 
 2.164e-03  8.000e+01  6.237e+12  8.962e+05  5.212e-02  9.032e-02  1.385e-01  5.212e-02  9.032e-02  1.385e-01 
 2.318e-03  8.000e+01  5.901e+12  9.288e+05  4.998e-02  8.662e-02  1.329e-01  4.998e-02  8.662e-02  1.329e-01 
 2.550e-03  7.999e+01  5.373e+12  9.668e+05  5.369e-02  9.039e-02  1.340e-01  5.369e-02  9.039e-02  1.340e-01 
 2.822e-03  7.999e+01  4.760e+12  9.991e+05  4.720e-02  8.405e-02  1.340e-01  4.720e-02  8.405e-02  1.340e-01 
 3.119e-03  7.998e+01  4.131e+12  1.020e+06  4.722e-02  8.344e-02  1.319e-01  4.722e-02  8.344e-02  1.319e-01 
 3.453e-03  7.998e+01  3.513e+12  1.030e+06  5.507e-02  9.494e-02  1.454e-01  5.507e-02  9.494e-02  1.454e-01 
 3.843e-03  7.998e+01  2.942e+12  1.032e+06  5.753e-02  9.760e-02  1.468e-01  5.753e-02  9.760e-02  1.468e-01 
 4.290e-03  7.997e+01  2.439e+12  1.028e+06  6.153e-02  1.027e-01  1.515e-01  6.153e-02  1.027e-01  1.515e-01 
 4.791e-03  7.997e+01  2.021e+12  1.020e+06  6.588e-02  1.110e-01  1.657e-01  6.588e-02  1.110e-01  1.657e-01 
 5.355e-03  7.997e+01  1.688e+12  1.011e+06  7.089e-02  1.161e-01  1.681e-01  7.089e-02  1.161e-01  1.681e-01 
 6.008e-03  7.997e+01  1.430e+12  9.969e+05  6.877e-02  1.161e-01  1.742e-01  6.877e-02  1.161e-01  1.742e-01 
 6.811e-03  7.996e+01  1.251e+12  9.662e+05  8.009e-02  1.302e-01  1.873e-01  8.009e-02  1.302e-01  1.873e-01 
 7.972e-03  7.995e+01  1.140e+12  9.208e+05  8.324e-02  1.348e-01  1.931e-01  8.324e-02  1.348e-01  1.931e-01 
 9.308e-03  7.995e+01  1.080e+12  8.952e+05  8.580e-02  1.368e-01  1.926e-01  8.580e-02  1.368e-01  1.926e-01 
 1.077e-02  7.994e+01  1.028e+12  8.886e+05  8.271e-02  1.361e-01  1.984e-01  8.271e-02  1.361e-01  1.984e-01 
 1.231e-02  7.993e+01  9.613e+11  8.936e+05  7.953e-02  1.309e-01  1.911e-01  7.953e-02  1.309e-01  1.911e-01 
 1.393e-02  7.992e+01  8.970e+11  8.982e+05  8.628e-02  1.395e-01  1.996e-01  8.628e-02  1.395e-01  1.996e-01 
 1.567e-02  7.992e+01  8.739e+11  8.917e+05  8.989e-02  1.411e-01  1.956e-01  8.989e-02  1.411e-01  1.956e-01 
 1.805e-02  7.991e+01  8.676e+11  8.864e+05  9.256e-02  1.461e-01  2.036e-01  9.256e-02  1.461e-01  2.036e-01 
 2.163e-02  7.989e+01  8.680e+11  8.845e+05  9.259e-02  1.462e-01  2.038e-01  9.259e-02  1.462e-01  2.038e-01 
 2.684e-02  7.987e+01  8.709e+11  8.843e+05  9.256e-02  1.461e-01  2.037e-01  9.256e-02  1.461e-01  2.037e-01 
 3.278e-02  7.984e+01  8.741e+11  8.845e+05  8.965e-02  1.406e-01  1.947e-01  8.965e-02  1.406e-01  1.947e-01 
 3.910e-02  7.981e+01  8.773e+11  8.847e+05  7.916e-02  1.321e-01  1.959e-01  7.916e-02  1.321e-01  1.959e-01 
 4.562e-02  7.978e+01  8.803e+11  8.849e+05  8.115e-02  1.365e-01  2.042e-01  8.115e-02  1.365e-01  2.042e-01 
 5.226e-02  7.975e+01  8.831e+11  8.852e+05  7.931e-02  1.325e-01  1.967e-01  7.931e-02  1.325e-01  1.967e-01 
 5.896e-02  7.972e+01  8.858e+11  8.855e+05  7.961e-02  1.332e-01  1.979e-01  7.961e-02  1.332e-01  1.979e-01 
 6.570e-02  7.969e+01  8.882e+11  8.858e+05  7.961e-02  1.332e-01  1.981e-01  7.961e-02  1.332e-01  1.981e-01 
 7.247e-02  7.966e+01  8.906e+11  8.862e+05  8.829e-02  1.409e-01  1.985e-01  8.829e-02  1.409e-01  1.985e-01 
 7.927e-02  7.963e+01  8.928e+11  8.865e+05  8.827e-02  1.409e-01  1.985e-01  8.827e-02  1.409e-01  1.985e-01 
 8.608e-02  7.960e+01  8.949e+11  8.868e+05  8.826e-02  1.409e-01  1.986e-01  8.826e-02  1.409e-01  1.986e-01 
 9.290e-02  7.957e+01  8.970e+11  8.872e+05  8.811e-02  1.407e-01  1.984e-01  8.811e-02  1.407e-01  1.984e-01 
 9.972e-02  7.953e+01  8.989e+11  8.875e+05  8.777e-02  1.401e-01  1.975e-01  8.777e-02  1.401e-01  1.975e-01 
