 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1     lam_g2     lam_b2     lam_h2    
 3.140e-04  8.800e+00  5.222e+10  8.876e+04  1.216e-01  1.896e-01  2.723e-01  1.216e-01  1.896e-01  2.723e-01 
 5.647e-04  8.800e+00  5.290e+10  9.223e+04  1.370e-01  2.067e-01  2.860e-01  1.370e-01  2.067e-01  2.860e-01 
 7.999e-04  8.800e+00  5.341e+10  9.468e+04  1.297e-01  1.981e-01  2.777e-01  1.297e-01  1.981e-01  2.777e-01 
 1.048e-03  8.800e+00  5.383e+10  9.666e+04  1.257e-01  1.948e-01  2.777e-01  1.257e-01  1.948e-01  2.777e-01 
 1.327e-03  8.800e+00  5.420e+10  9.843e+04  1.490e-01  2.194e-01  2.956e-01  1.490e-01  2.194e-01  2.956e-01 
 1.641e-03  8.799e+00  5.452e+10  1.001e+05  1.459e-01  2.185e-01  2.997e-01  1.459e-01  2.185e-01  2.997e-01 
 1.995e-03  8.799e+00  5.478e+10  1.015e+05  1.372e-01  2.067e-01  2.854e-01  1.372e-01  2.067e-01  2.854e-01 
 2.392e-03  8.799e+00  5.500e+10  1.028e+05  1.379e-01  2.083e-01  2.883e-01  1.379e-01  2.083e-01  2.883e-01 
 2.839e-03  8.799e+00  5.517e+10  1.038e+05  1.364e-01  2.064e-01  2.863e-01  1.364e-01  2.064e-01  2.863e-01 
 3.342e-03  8.799e+00  5.530e+10  1.047e+05  1.385e-01  2.118e-01  2.972e-01  1.385e-01  2.118e-01  2.972e-01 
 3.908e-03  8.799e+00  5.540e+10  1.054e+05  1.365e-01  2.134e-01  3.071e-01  1.365e-01  2.134e-01  3.071e-01 
 4.545e-03  8.798e+00  5.548e+10  1.059e+05  1.346e-01  2.127e-01  3.101e-01  1.346e-01  2.127e-01  3.101e-01 
 5.261e-03  8.798e+00  5.553e+10  1.063e+05  1.664e-01  2.440e-01  3.272e-01  1.664e-01  2.440e-01  3.272e-01 
 6.067e-03  8.798e+00  5.557e+10  1.065e+05  1.682e-01  2.472e-01  3.322e-01  1.682e-01  2.472e-01  3.322e-01 
 6.973e-03  8.797e+00  5.560e+10  1.067e+05  1.575e-01  2.306e-01  3.088e-01  1.575e-01  2.306e-01  3.088e-01 
 7.993e-03  8.797e+00  5.562e+10  1.069e+05  1.705e-01  2.516e-01  3.397e-01  1.705e-01  2.516e-01  3.397e-01 
 9.140e-03  8.796e+00  5.565e+10  1.070e+05  1.710e-01  2.538e-01  3.447e-01  1.710e-01  2.538e-01  3.447e-01 
 1.043e-02  8.796e+00  5.567e+10  1.071e+05  1.583e-01  2.357e-01  3.210e-01  1.583e-01  2.357e-01  3.210e-01 
 1.188e-02  8.795e+00  5.570e+10  1.072e+05  1.603e-01  2.392e-01  3.265e-01  1.603e-01  2.392e-01  3.265e-01 
