 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1      lam_g2     lam_b2     lam_h2     
 4.113e-01  9.000e+00  2.540e+11  4.032e+03  1.076e-01  1.542e-01  2.137e-01   1.076e-01  1.542e-01  2.137e-01  
 4.359e-01  9.000e+00  2.542e+11  4.032e+03  1.076e-01  1.541e-01  2.137e-01   1.076e-01  1.541e-01  2.137e-01  
 4.633e-01  9.000e+00  2.544e+11  4.034e+03  1.076e-01  1.541e-01  2.137e-01   1.076e-01  1.541e-01  2.137e-01  
 4.940e-01  9.000e+00  2.547e+11  4.035e+03  1.075e-01  1.541e-01  2.136e-01   1.075e-01  1.541e-01  2.136e-01  
 5.283e-01  9.000e+00  2.549e+11  4.036e+03  1.075e-01  1.541e-01  2.136e-01   1.075e-01  1.541e-01  2.136e-01  
 5.667e-01  9.000e+00  2.553e+11  4.038e+03  1.075e-01  1.540e-01  2.136e-01   1.075e-01  1.540e-01  2.136e-01  
 6.096e-01  9.000e+00  2.556e+11  4.040e+03  1.074e-01  1.540e-01  2.135e-01   1.074e-01  1.540e-01  2.135e-01  
 6.575e-01  9.000e+00  2.560e+11  4.042e+03  1.074e-01  1.540e-01  2.135e-01   1.074e-01  1.540e-01  2.135e-01  
 7.111e-01  9.000e+00  2.564e+11  4.045e+03  1.073e-01  1.539e-01  2.135e-01   1.073e-01  1.539e-01  2.135e-01  
 7.710e-01  9.000e+00  2.568e+11  4.048e+03  1.073e-01  1.538e-01  2.134e-01   1.073e-01  1.538e-01  2.134e-01  
 8.381e-01  9.000e+00  2.573e+11  4.052e+03  1.072e-01  1.538e-01  2.134e-01   1.072e-01  1.538e-01  2.134e-01  
 9.103e-01  9.000e+00  2.579e+11  4.057e+03  1.072e-01  1.537e-01  2.133e-01   1.072e-01  1.537e-01  2.133e-01  
 9.853e-01  9.000e+00  2.584e+11  4.062e+03  1.071e-01  1.537e-01  2.133e-01   1.071e-01  1.537e-01  2.133e-01  
