 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1      lam_h1      lam_g2     lam_b2      lam_h2     
 1.297e+01  3.600e+00  1.490e+11  1.702e+02  9.598e-02  1.364e-01   1.886e-01   9.598e-02  1.364e-01   1.886e-01  
 1.356e+01  3.600e+00  1.492e+11  1.704e+02  9.593e-02  1.363e-01   1.885e-01   9.593e-02  1.363e-01   1.885e-01  
 1.415e+01  3.600e+00  1.495e+11  1.706e+02  9.584e-02  1.362e-01   1.884e-01   9.584e-02  1.362e-01   1.884e-01  
 1.474e+01  3.600e+00  1.497e+11  1.708e+02  9.579e-02  1.361e-01   1.883e-01   9.579e-02  1.361e-01   1.883e-01  
 1.533e+01  3.600e+00  1.500e+11  1.710e+02  9.573e-02  1.361e-01   1.883e-01   9.573e-02  1.361e-01   1.883e-01  
 1.592e+01  3.600e+00  1.502e+11  1.712e+02  9.568e-02  1.360e-01   1.882e-01   9.568e-02  1.360e-01   1.882e-01  
 1.650e+01  3.600e+00  1.504e+11  1.714e+02  9.563e-02  1.360e-01   1.882e-01   9.563e-02  1.360e-01   1.882e-01  
 1.709e+01  3.600e+00  1.507e+11  1.716e+02  9.558e-02  1.359e-01   1.881e-01   9.558e-02  1.359e-01   1.881e-01  
 1.767e+01  3.600e+00  1.509e+11  1.718e+02  9.553e-02  1.358e-01   1.881e-01   9.553e-02  1.358e-01   1.881e-01  
 1.826e+01  3.600e+00  1.512e+11  1.720e+02  9.548e-02  1.358e-01   1.881e-01   9.548e-02  1.358e-01   1.881e-01  
 1.884e+01  3.600e+00  1.514e+11  1.722e+02  9.543e-02  1.357e-01   1.880e-01   9.543e-02  1.357e-01   1.880e-01  
 1.942e+01  3.600e+00  1.516e+11  1.724e+02  9.538e-02  1.357e-01   1.880e-01   9.538e-02  1.357e-01   1.880e-01  
 2.000e+01  3.600e+00  1.518e+11  1.726e+02  9.537e-02  1.357e-01   1.880e-01   9.537e-02  1.357e-01   1.880e-01  
 2.058e+01  3.600e+00  1.521e+11  1.728e+02  9.652e-02  1.372e-01   1.900e-01   9.652e-02  1.372e-01   1.900e-01  
 2.116e+01  3.600e+00  1.523e+11  1.730e+02  9.647e-02  1.372e-01   1.900e-01   9.647e-02  1.372e-01   1.900e-01  
 2.174e+01  3.600e+00  1.525e+11  1.733e+02  9.642e-02  1.371e-01   1.899e-01   9.642e-02  1.371e-01   1.899e-01  
 2.232e+01  3.600e+00  1.527e+11  1.735e+02  9.637e-02  1.371e-01   1.899e-01   9.637e-02  1.371e-01   1.899e-01  
 2.290e+01  3.600e+00  1.529e+11  1.737e+02  9.632e-02  1.370e-01   1.898e-01   9.632e-02  1.370e-01   1.898e-01  
 2.348e+01  3.600e+00  1.532e+11  1.739e+02  9.627e-02  1.370e-01   1.898e-01   9.627e-02  1.370e-01   1.898e-01  
 2.405e+01  3.600e+00  1.534e+11  1.741e+02  9.622e-02  1.369e-01   1.897e-01   9.622e-02  1.369e-01   1.897e-01  
 2.463e+01  3.600e+00  1.536e+11  1.744e+02  9.617e-02  1.369e-01   1.897e-01   9.617e-02  1.369e-01   1.897e-01  
 2.521e+01  3.600e+00  1.538e+11  1.746e+02  9.612e-02  1.368e-01   1.897e-01   9.612e-02  1.368e-01   1.897e-01  
 2.578e+01  3.600e+00  1.540e+11  1.748e+02  9.607e-02  1.368e-01   1.896e-01   9.607e-02  1.368e-01   1.896e-01  
 2.635e+01  3.600e+00  1.542e+11  1.750e+02  9.482e-02  1.351e-01   1.875e-01   9.482e-02  1.351e-01   1.875e-01  
 2.693e+01  3.600e+00  1.544e+11  1.752e+02  9.477e-02  1.351e-01   1.875e-01   9.477e-02  1.351e-01   1.875e-01  
 2.750e+01  3.600e+00  1.546e+11  1.755e+02  9.472e-02  1.350e-01   1.874e-01   9.472e-02  1.350e-01   1.874e-01  
 2.807e+01  3.600e+00  1.549e+11  1.757e+02  9.468e-02  1.350e-01   1.874e-01   9.468e-02  1.350e-01   1.874e-01  
 2.864e+01  3.600e+00  1.551e+11  1.759e+02  9.463e-02  1.349e-01   1.874e-01   9.463e-02  1.349e-01   1.874e-01  
 2.921e+01  3.600e+00  1.553e+11  1.762e+02  9.458e-02  1.348e-01   1.873e-01   9.458e-02  1.348e-01   1.873e-01  
 2.978e+01  3.600e+00  1.555e+11  1.764e+02  9.453e-02  1.348e-01   1.873e-01   9.453e-02  1.348e-01   1.873e-01  
 3.035e+01  3.600e+00  1.557e+11  1.766e+02  9.448e-02  1.347e-01   1.872e-01   9.448e-02  1.347e-01   1.872e-01  
 3.092e+01  3.600e+00  1.559e+11  1.768e+02  9.443e-02  1.347e-01   1.872e-01   9.443e-02  1.347e-01   1.872e-01  
 3.148e+01  3.600e+00  1.561e+11  1.771e+02  9.438e-02  1.346e-01   1.871e-01   9.438e-02  1.346e-01   1.871e-01  
 3.205e+01  3.600e+00  1.563e+11  1.773e+02  9.434e-02  1.346e-01   1.871e-01   9.434e-02  1.346e-01   1.871e-01  
 3.262e+01  3.600e+00  1.565e+11  1.775e+02  9.429e-02  1.345e-01   1.871e-01   9.429e-02  1.345e-01   1.871e-01  
 3.318e+01  3.600e+00  1.567e+11  1.778e+02  9.403e-02  1.345e-01   1.877e-01   9.403e-02  1.345e-01   1.877e-01  
 3.375e+01  3.600e+00  1.569e+11  1.780e+02  9.394e-02  1.344e-01   1.875e-01   9.394e-02  1.344e-01   1.875e-01  
 3.431e+01  3.600e+00  1.571e+11  1.782e+02  9.389e-02  1.343e-01   1.875e-01   9.389e-02  1.343e-01   1.875e-01  
 3.487e+01  3.599e+00  1.573e+11  1.785e+02  9.385e-02  1.343e-01   1.874e-01   9.385e-02  1.343e-01   1.874e-01  
 3.542e+01  3.599e+00  1.575e+11  1.787e+02  9.380e-02  1.342e-01   1.874e-01   9.380e-02  1.342e-01   1.874e-01  
 3.598e+01  3.599e+00  1.577e+11  1.789e+02  9.375e-02  1.342e-01   1.873e-01   9.375e-02  1.342e-01   1.873e-01  
 3.653e+01  3.599e+00  1.579e+11  1.792e+02  9.370e-02  1.341e-01   1.873e-01   9.370e-02  1.341e-01   1.873e-01  
 3.708e+01  3.599e+00  1.581e+11  1.794e+02  9.365e-02  1.341e-01   1.873e-01   9.365e-02  1.341e-01   1.873e-01  
 3.764e+01  3.599e+00  1.583e+11  1.796e+02  9.361e-02  1.340e-01   1.872e-01   9.361e-02  1.340e-01   1.872e-01  
 3.819e+01  3.599e+00  1.585e+11  1.799e+02  9.356e-02  1.340e-01   1.872e-01   9.356e-02  1.340e-01   1.872e-01  
 3.874e+01  3.599e+00  1.587e+11  1.801e+02  9.351e-02  1.339e-01   1.871e-01   9.351e-02  1.339e-01   1.871e-01  
 3.929e+01  3.599e+00  1.589e+11  1.804e+02  9.346e-02  1.339e-01   1.871e-01   9.346e-02  1.339e-01   1.871e-01  
 3.983e+01  3.599e+00  1.591e+11  1.806e+02  9.342e-02  1.338e-01   1.870e-01   9.342e-02  1.338e-01   1.870e-01  
 4.038e+01  3.599e+00  1.592e+11  1.808e+02  9.338e-02  1.338e-01   1.870e-01   9.338e-02  1.338e-01   1.870e-01  
 4.093e+01  3.599e+00  1.594e+11  1.811e+02  1.048e-01  1.488e-01   2.056e-01   1.048e-01  1.488e-01   2.056e-01  
 4.147e+01  3.599e+00  1.596e+11  1.813e+02  1.047e-01  1.487e-01   2.055e-01   1.047e-01  1.487e-01   2.055e-01  
 4.202e+01  3.599e+00  1.598e+11  1.816e+02  1.047e-01  1.487e-01   2.055e-01   1.047e-01  1.487e-01   2.055e-01  
 4.257e+01  3.599e+00  1.600e+11  1.818e+02  1.046e-01  1.486e-01   2.054e-01   1.046e-01  1.486e-01   2.054e-01  
 4.311e+01  3.599e+00  1.602e+11  1.820e+02  1.046e-01  1.486e-01   2.054e-01   1.046e-01  1.486e-01   2.054e-01  
 4.365e+01  3.599e+00  1.604e+11  1.823e+02  1.044e-01  1.484e-01   2.055e-01   1.044e-01  1.484e-01   2.055e-01  
 4.419e+01  3.599e+00  1.606e+11  1.825e+02  1.043e-01  1.484e-01   2.054e-01   1.043e-01  1.484e-01   2.054e-01  
