 t/Myrs     M/M⊙       R/cm       L/L⊙       lam_g1     lam_b1     lam_h1      lam_g2     lam_b2     lam_h2    
 7.490e-01  2.497e+01  4.254e+11  7.959e+04  1.272e-01  1.809e-01  2.414e-01   1.272e-01  1.809e-01  2.414e-01 
 7.660e-01  2.497e+01  4.258e+11  7.970e+04  1.271e-01  1.809e-01  2.414e-01   1.271e-01  1.809e-01  2.414e-01 
 7.830e-01  2.497e+01  4.263e+11  7.982e+04  1.268e-01  1.805e-01  2.408e-01   1.268e-01  1.805e-01  2.408e-01 
 7.999e-01  2.497e+01  4.267e+11  7.994e+04  1.270e-01  1.808e-01  2.413e-01   1.270e-01  1.808e-01  2.413e-01 
 8.167e-01  2.497e+01  4.272e+11  8.006e+04  1.267e-01  1.804e-01  2.407e-01   1.267e-01  1.804e-01  2.407e-01 
 8.336e-01  2.497e+01  4.276e+11  8.018e+04  1.265e-01  1.802e-01  2.406e-01   1.265e-01  1.802e-01  2.406e-01 
 8.504e-01  2.496e+01  4.280e+11  8.029e+04  1.387e-01  1.981e-01  2.652e-01   1.387e-01  1.981e-01  2.652e-01 
 8.672e-01  2.496e+01  4.285e+11  8.041e+04  1.387e-01  1.980e-01  2.652e-01   1.387e-01  1.980e-01  2.652e-01 
 8.839e-01  2.496e+01  4.289e+11  8.053e+04  1.386e-01  1.979e-01  2.651e-01   1.386e-01  1.979e-01  2.651e-01 
 9.005e-01  2.496e+01  4.293e+11  8.065e+04  1.347e-01  1.922e-01  2.573e-01   1.347e-01  1.922e-01  2.573e-01 
 9.171e-01  2.496e+01  4.298e+11  8.076e+04  1.360e-01  1.942e-01  2.599e-01   1.360e-01  1.942e-01  2.599e-01 
 9.337e-01  2.496e+01  4.302e+11  8.088e+04  1.369e-01  1.955e-01  2.619e-01   1.369e-01  1.955e-01  2.619e-01 
 9.502e-01  2.496e+01  4.306e+11  8.100e+04  1.368e-01  1.955e-01  2.618e-01   1.368e-01  1.955e-01  2.618e-01 
 9.667e-01  2.496e+01  4.311e+11  8.112e+04  1.367e-01  1.954e-01  2.619e-01   1.367e-01  1.954e-01  2.619e-01 
 9.832e-01  2.496e+01  4.315e+11  8.123e+04  1.366e-01  1.953e-01  2.617e-01   1.366e-01  1.953e-01  2.617e-01 
 9.997e-01  2.496e+01  4.319e+11  8.135e+04  1.366e-01  1.953e-01  2.618e-01   1.366e-01  1.953e-01  2.618e-01 
 1.016e+00  2.496e+01  4.323e+11  8.147e+04  1.366e-01  1.953e-01  2.618e-01   1.366e-01  1.953e-01  2.618e-01 
 1.033e+00  2.496e+01  4.328e+11  8.159e+04  1.365e-01  1.953e-01  2.618e-01   1.365e-01  1.953e-01  2.618e-01 
 1.049e+00  2.496e+01  4.332e+11  8.170e+04  1.365e-01  1.953e-01  2.619e-01   1.365e-01  1.953e-01  2.619e-01 
 1.065e+00  2.495e+01  4.336e+11  8.182e+04  1.364e-01  1.952e-01  2.618e-01   1.364e-01  1.952e-01  2.618e-01 
 1.082e+00  2.495e+01  4.341e+11  8.194e+04  1.363e-01  1.951e-01  2.617e-01   1.363e-01  1.951e-01  2.617e-01 
 1.098e+00  2.495e+01  4.345e+11  8.206e+04  1.377e-01  1.972e-01  2.646e-01   1.377e-01  1.972e-01  2.646e-01 
 1.114e+00  2.495e+01  4.349e+11  8.218e+04  1.376e-01  1.971e-01  2.646e-01   1.376e-01  1.971e-01  2.646e-01 
 1.131e+00  2.495e+01  4.353e+11  8.230e+04  1.375e-01  1.970e-01  2.646e-01   1.375e-01  1.970e-01  2.646e-01 
 1.147e+00  2.495e+01  4.358e+11  8.242e+04  1.361e-01  1.949e-01  2.617e-01   1.361e-01  1.949e-01  2.617e-01 
 1.163e+00  2.495e+01  4.362e+11  8.253e+04  1.360e-01  1.949e-01  2.617e-01   1.360e-01  1.949e-01  2.617e-01 
 1.179e+00  2.495e+01  4.366e+11  8.265e+04  1.359e-01  1.948e-01  2.616e-01   1.359e-01  1.948e-01  2.616e-01 
 1.195e+00  2.495e+01  4.370e+11  8.277e+04  1.358e-01  1.947e-01  2.616e-01   1.358e-01  1.947e-01  2.616e-01 
 1.211e+00  2.495e+01  4.375e+11  8.289e+04  1.350e-01  1.935e-01  2.598e-01   1.350e-01  1.935e-01  2.598e-01 
 1.228e+00  2.495e+01  4.379e+11  8.301e+04  1.361e-01  1.951e-01  2.621e-01   1.361e-01  1.951e-01  2.621e-01 
 1.244e+00  2.495e+01  4.383e+11  8.313e+04  1.347e-01  1.932e-01  2.597e-01   1.347e-01  1.932e-01  2.597e-01 
 1.260e+00  2.495e+01  4.387e+11  8.325e+04  1.347e-01  1.932e-01  2.597e-01   1.347e-01  1.932e-01  2.597e-01 
 1.276e+00  2.494e+01  4.392e+11  8.337e+04  1.331e-01  1.910e-01  2.567e-01   1.331e-01  1.910e-01  2.567e-01 
 1.292e+00  2.494e+01  4.396e+11  8.348e+04  1.331e-01  1.910e-01  2.567e-01   1.331e-01  1.910e-01  2.567e-01 
 1.308e+00  2.494e+01  4.400e+11  8.360e+04  1.244e-01  1.783e-01  2.395e-01   1.244e-01  1.783e-01  2.395e-01 
 1.323e+00  2.494e+01  4.404e+11  8.372e+04  1.354e-01  1.945e-01  2.619e-01   1.354e-01  1.945e-01  2.619e-01 
 1.339e+00  2.494e+01  4.409e+11  8.384e+04  1.353e-01  1.944e-01  2.618e-01   1.353e-01  1.944e-01  2.618e-01 
 1.355e+00  2.494e+01  4.413e+11  8.396e+04  1.353e-01  1.944e-01  2.618e-01   1.353e-01  1.944e-01  2.618e-01 
 1.371e+00  2.494e+01  4.417e+11  8.408e+04  1.352e-01  1.943e-01  2.617e-01   1.352e-01  1.943e-01  2.617e-01 
 1.387e+00  2.494e+01  4.421e+11  8.419e+04  1.232e-01  1.778e-01  2.406e-01   1.232e-01  1.778e-01  2.406e-01 
 1.402e+00  2.494e+01  4.426e+11  8.431e+04  1.208e-01  1.743e-01  2.358e-01   1.208e-01  1.743e-01  2.358e-01 
 1.418e+00  2.494e+01  4.430e+11  8.443e+04  1.207e-01  1.743e-01  2.358e-01   1.207e-01  1.743e-01  2.358e-01 
 1.434e+00  2.494e+01  4.434e+11  8.455e+04  1.231e-01  1.777e-01  2.405e-01   1.231e-01  1.777e-01  2.405e-01 
 1.449e+00  2.494e+01  4.439e+11  8.467e+04  1.206e-01  1.742e-01  2.358e-01   1.206e-01  1.742e-01  2.358e-01 
 1.465e+00  2.494e+01  4.443e+11  8.479e+04  1.206e-01  1.742e-01  2.358e-01   1.206e-01  1.742e-01  2.358e-01 
